Industry,Country,Year,Attack_Type,Data_Type,Records_Compromised,Employee_Count,Security_Budget_Million_USD,Financial_Impact_Million_USD,Recovery_Time_Days,Incident_Severity,Baseline_Industry_Cost_Million_USD,Per_Record_Cost_USD,Estimated_Financial_Impact_Million_USD
Healthcare,Australia,2017.0,DDoS,pii_customer,922177.61,9866,18.8,59.2238,11,1.0,8.44,100.0,32.87
Healthcare,France,2021.0,DDoS,pii_customer,224625.19,10382,19.1,69.6641,30,4.0,8.44,100.0,69.79
Healthcare,Japan,2021.0,DDoS,pii_customer,421017.14,10170,34.2,43.3105,8,1.0,8.414,100.0,25.87
Healthcare,United Kingdom,2020.0,DDoS,"Financial,PII",923611.85,10779,12.2,88.8155,33,3.0,4.907,100.0,71.11
Healthcare,France,2023.0,DDoS,pii_customer,307440.36,22854,19.0,78.1579,24,4.0,8.44,100.0,45.57
Healthcare,Canada,2020.0,DDoS,"PII,Messages",44434.72,11194,18.7,84.1322,54,3.0,4.673,100.0,47.14
Healthcare,China,2018.0,DDoS,pii_customer,308388.87,8714,19.3,92.2263,39,4.0,3.815,100.0,44.67
Healthcare,Russia,2022.0,DDoS,pii_customer,496688.94,44133,33.8,43.1258,9,2.0,4.231,100.0,7.66
Healthcare,China,2020.0,DDoS,pii_customer,578381.54,11250,19.5,46.7113,34,3.0,8.44,100.0,22.65
Healthcare,Brazil,2020.0,DDoS,pii_customer,957902.8,10824,19.6,59.6471,1,3.0,8.44,100.0,74.22
Healthcare,UK,2016.0,DDoS,pii_customer,890715.38,11416,19.5,51.7246,44,3.0,8.426,100.0,35.39
Healthcare,Japan,2021.0,DDoS,pii_customer,634080.66,10812,19.1,35.7936,36,4.0,8.44,100.0,28.24
Healthcare,UK,2020.0,DDoS,pii_customer,841809.11,10934,19.2,78.3606,9,3.0,8.44,100.0,30.7
Healthcare,Brazil,2020.0,DDoS,pii_customer,741415.11,10253,19.7,66.9853,10,2.0,8.44,100.0,49.34
Healthcare,Brazil,2018.0,DDoS,pii_customer,451099.29,10276,19.6,48.4988,31,3.0,8.44,100.0,40.84
Healthcare,France,2018.0,DDoS,pii_customer,848892.51,22914,18.9,61.6619,63,3.0,8.415,100.0,62.23
Healthcare,Brazil,2021.0,DDoS,pii_customer,450050.07,3075,2.1,34.9946,35,4.0,8.44,100.0,78.7
Healthcare,Russia,2016.0,DDoS,pii_customer,148740.28,9819,19.5,9.3508,10,1.0,4.249,100.0,7.98
Healthcare,UK,2022.0,DDoS,pii_customer,940545.73,10271,18.8,37.4299,62,4.0,8.44,100.0,63.61
Healthcare,France,2015.0,DDoS,pii_customer,22679.21,10971,19.2,66.2344,26,4.0,8.392,100.0,74.85
Healthcare,France,2021.0,DDoS,pii_customer,623150.89,10909,19.2,85.1444,59,4.0,8.44,100.0,57.58
Healthcare,Brazil,2021.0,DDoS,pii_customer,938657.0,10874,18.8,53.1722,31,3.0,8.43,100.0,68.53
Healthcare,Germany,2017.0,DDoS,pii_customer,763194.75,10048,19.3,31.1074,50,4.0,8.437,100.0,12.58
Healthcare,Brazil,2017.0,DDoS,pii_customer,881983.7,10314,19.4,41.5126,22,1.0,8.44,100.0,76.69
Healthcare,UK,2021.0,DDoS,pii_customer,407064.02,9824,19.2,32.7938,1,1.0,4.24,100.0,64.88
Healthcare,UK,2017.0,DDoS,pii_customer,458732.82,10829,18.8,52.7237,69,4.0,8.44,100.0,72.86
Healthcare,Australia,2022.0,DDoS,pii_customer,595529.45,9801,19.5,39.2582,37,3.0,8.44,100.0,13.62
Healthcare,Australia,2024.0,DDoS,pii_customer,879725.22,10545,19.3,41.9134,1,1.0,8.44,100.0,19.93
Healthcare,France,2017.0,DDoS,pii_customer,354354.37,8787,12.1,90.0692,22,3.0,4.242,100.0,66.24
Healthcare,UK,2017.0,DDoS,pii_customer,793528.68,11164,19.4,41.0234,63,4.0,8.363,100.0,65.81
Healthcare,Brazil,2017.0,DDoS,pii_customer,257641.74,3267,8.6,40.6444,25,4.0,8.427,100.0,60.88
Healthcare,USA,2021.0,DDoS,pii_customer,297310.33,10977,2.1,36.5422,42,4.0,8.44,100.0,62.4
Healthcare,Japan,2021.0,DDoS,pii_customer,552222.37,10275,18.9,92.3748,21,3.0,8.44,100.0,75.71
Healthcare,France,2015.0,DDoS,pii_customer,974931.93,9869,19.0,68.709,43,3.0,8.44,100.0,61.31
Healthcare,Brazil,2018.0,DDoS,pii_customer,401082.9,10860,19.5,84.2577,49,3.0,8.44,100.0,81.7
Healthcare,China,2017.0,DDoS,pii_customer,774362.84,10926,19.1,65.7587,33,3.0,8.44,100.0,20.08
Healthcare,Brazil,2020.0,DDoS,"Payment_Cards,PII",925195.29,21871,9.2,87.5149,44,3.0,4.696,100.0,82.97
Healthcare,Germany,2020.0,DDoS,pii_customer,775072.41,3861,2.4,48.3173,66,4.0,3.376,100.0,44.77
Healthcare,Australia,2020.0,DDoS,pii_customer,375712.22,44391,2.3,69.2877,32,3.0,4.232,100.0,72.63
Healthcare,India,2022.0,DDoS,pii_customer,656004.16,10936,19.4,94.6126,13,2.0,8.375,100.0,59.47
Healthcare,Japan,2018.0,DDoS,pii_customer,62362.82,8908,12.4,89.6426,64,4.0,8.44,100.0,71.66
Healthcare,Brazil,2022.0,DDoS,pii_customer,655127.62,10583,18.8,72.9854,70,4.0,8.44,100.0,35.72
Healthcare,Russia,2021.0,DDoS,pii_customer,931881.94,10809,19.0,91.3718,69,4.0,8.44,100.0,68.74
Healthcare,Russia,2017.0,DDoS,pii_customer,907961.49,10450,19.4,68.1205,39,3.0,8.413,100.0,74.61
Healthcare,Japan,2017.0,DDoS,pii_customer,101106.85,10133,19.2,38.4357,48,4.0,4.225,100.0,11.19
Healthcare,Australia,2020.0,DDoS,pii_customer,975363.92,23137,19.2,71.4625,60,3.0,8.431,100.0,73.38
Healthcare,Brazil,2022.0,DDoS,pii_customer,565189.69,11251,19.2,44.8573,10,3.0,8.418,100.0,50.35
Healthcare,China,2018.0,DDoS,pii_customer,650474.79,10795,18.9,97.393,10,1.0,8.385,100.0,60.48
Healthcare,Russia,2018.0,DDoS,pii_customer,619714.27,11478,19.5,65.6677,48,3.0,8.44,100.0,34.1
Healthcare,China,2020.0,DDoS,pii_customer,476997.7,11248,18.7,49.4209,28,1.0,8.426,100.0,93.03
Healthcare,UK,2016.0,DDoS,pii_customer,359734.28,10940,18.7,62.3789,4,1.0,8.44,100.0,45.54
Healthcare,Russia,2017.0,DDoS,pii_customer,579714.57,11015,18.6,82.2423,44,3.0,8.44,100.0,68.7
Healthcare,Japan,2020.0,DDoS,pii_customer,74785.16,11386,18.6,99.334,31,3.0,8.44,100.0,64.07
Healthcare,Japan,2017.0,DDoS,pii_customer,401893.98,10187,19.3,55.3414,65,4.0,8.44,100.0,38.19
Healthcare,USA,2020.0,DDoS,pii_customer,488682.26,3584,18.8,60.3309,6,1.0,3.429,100.0,48.81
Healthcare,Japan,2018.0,DDoS,pii_customer,900306.21,10096,19.2,93.6716,59,4.0,8.403,100.0,76.77
Healthcare,Russia,2020.0,DDoS,pii_customer,795709.78,10649,19.4,24.6568,31,3.0,4.244,100.0,73.06
Healthcare,China,2020.0,DDoS,pii_customer,652165.9,11003,19.2,34.9385,14,3.0,8.344,100.0,71.35
Healthcare,USA,2017.0,DDoS,pii_customer,622133.73,10531,19.0,70.9647,33,2.0,8.44,100.0,70.61
Healthcare,China,2021.0,DDoS,pii_customer,998706.28,10904,19.1,86.2094,22,3.0,8.44,100.0,29.2
Healthcare,Russia,2023.0,DDoS,pii_customer,700919.23,9068,2.1,52.5897,42,3.0,8.44,100.0,93.5
Healthcare,USA,2024.0,DDoS,pii_customer,756951.4,9894,19.1,42.2228,17,4.0,8.44,100.0,66.89
Healthcare,Germany,2020.0,DDoS,pii_customer,758712.51,11434,18.8,55.6147,35,1.0,8.44,100.0,38.89
Healthcare,Brazil,2020.0,DDoS,pii_customer,143756.23,9069,12.3,65.9105,33,3.0,4.217,100.0,59.18
Healthcare,France,2020.0,DDoS,pii_customer,426202.01,10842,19.6,46.3527,8,4.0,3.803,100.0,46.34
Healthcare,Japan,2023.0,DDoS,pii_customer,366802.16,10687,18.9,61.117,68,4.0,8.44,100.0,18.77
Healthcare,Brazil,2016.0,DDoS,pii_customer,576120.05,10141,19.3,43.6177,64,4.0,8.44,100.0,29.62
Healthcare,Brazil,2020.0,DDoS,pii_customer,803847.74,10495,19.4,60.9477,32,3.0,8.438,100.0,71.92
Healthcare,UK,2017.0,DDoS,pii_customer,880087.15,10569,19.4,38.7522,39,3.0,8.44,100.0,78.78
Healthcare,Brazil,2021.0,DDoS,pii_customer,828085.78,45000,8.8,82.1584,4,3.0,4.237,100.0,56.84
Healthcare,China,2018.0,DDoS,pii_customer,270967.81,10219,18.7,79.1662,63,4.0,8.44,100.0,42.05
Healthcare,Japan,2020.0,DDoS,pii_customer,969287.64,10320,19.7,76.8829,19,3.0,8.345,100.0,44.74
Healthcare,Russia,2023.0,DDoS,pii_customer,832871.94,10690,19.2,6.1463,48,4.0,4.226,100.0,8.94
Healthcare,China,2021.0,DDoS,pii_customer,708233.8,22778,8.5,71.2617,32,1.0,3.81,100.0,66.73
Healthcare,Germany,2018.0,DDoS,pii_customer,916296.79,10913,19.0,15.8743,68,4.0,,100.0,24.37
Healthcare,Russia,2020.0,DDoS,pii_customer,904229.64,11189,19.1,44.8515,3,1.0,8.44,100.0,47.74
Healthcare,Brazil,2020.0,DDoS,pii_customer,576621.64,10080,19.0,73.3078,24,3.0,8.41,100.0,46.69
Healthcare,Germany,2021.0,DDoS,pii_customer,162449.94,10670,12.2,36.7469,46,4.0,8.44,100.0,11.91
Healthcare,France,2015.0,DDoS,pii_customer,987345.7,23204,19.5,69.7038,27,2.0,,100.0,56.89
Healthcare,Japan,2017.0,DDoS,pii_customer,943494.73,10586,19.3,40.2732,24,4.0,8.44,100.0,76.29
Healthcare,Brazil,2018.0,DDoS,"PII,Travel_Data",998706.28,10577,19.7,66.1563,37,3.0,8.44,100.0,78.19
Healthcare,Brazil,2021.0,DDoS,pii_customer,768997.75,44164,12.1,96.6775,25,3.0,4.225,100.0,89.08
Healthcare,Australia,2021.0,DDoS,pii_customer,494737.34,11064,18.9,65.6874,45,4.0,8.44,100.0,64.53
Healthcare,Japan,2021.0,DDoS,pii_customer,782773.69,10275,12.1,54.315,31,4.0,8.44,100.0,71.42
Healthcare,China,2019.0,DDoS,pii_customer,970559.83,11263,18.9,45.3127,25,3.0,,100.0,19.99
Healthcare,Brazil,2022.0,DDoS,pii_customer,646626.43,9773,19.0,50.1843,52,4.0,8.44,100.0,73.63
Healthcare,China,2019.0,DDoS,pii_customer,500533.49,11588,33.4,64.2803,35,2.0,4.238,100.0,93.33
Healthcare,Germany,2024.0,DDoS,pii_customer,945381.61,10105,19.0,15.3472,47,1.0,8.376,100.0,73.82
Healthcare,United States,2020.0,DDoS,pii_customer,422028.08,11378,19.0,60.2201,38,3.0,8.44,100.0,41.02
Healthcare,China,2017.0,DDoS,pii_customer,972550.1,10750,18.9,46.4858,7,1.0,8.44,100.0,48.92
Healthcare,UK,2018.0,DDoS,pii_customer,808660.93,10535,18.6,12.9386,34,,8.423,100.0,7.57
Healthcare,Australia,2020.0,DDoS,pii_customer,753352.09,10844,18.9,78.4492,33,3.0,8.411,100.0,13.71
Healthcare,France,2021.0,DDoS,pii_customer,645818.13,10915,2.2,10.2523,1,1.0,8.418,100.0,8.32
Healthcare,Brazil,2019.0,DDoS,pii_customer,958765.46,10656,19.8,62.8871,30,3.0,8.44,100.0,67.05
Healthcare,Brazil,2021.0,DDoS,pii_customer,948312.88,10498,19.1,56.0671,67,4.0,4.229,100.0,62.45
Healthcare,Brazil,2021.0,DDoS,pii_customer,865487.49,10263,8.6,72.7567,69,4.0,8.416,100.0,67.48
Healthcare,Russia,2015.0,DDoS,pii_customer,684732.39,10833,2.1,55.0333,7,1.0,8.423,100.0,31.77
Healthcare,Brazil,2024.0,DDoS,pii_customer,933292.37,11496,19.5,95.8256,4,1.0,8.44,100.0,64.51
Healthcare,China,2024.0,DDoS,pii_customer,964668.65,10546,19.2,37.3899,23,3.0,8.44,100.0,26.16
Healthcare,Japan,2019.0,DDoS,pii_customer,463816.34,10406,2.1,65.5397,71,4.0,8.39,100.0,91.18
Healthcare,China,2020.0,DDoS,pii_customer,531264.01,10826,19.1,60.4228,18,2.0,8.44,100.0,33.39
Healthcare,Australia,2022.0,DDoS,pii_customer,367240.73,10580,19.1,33.8549,33,4.0,8.44,100.0,27.94
Healthcare,Japan,2018.0,DDoS,pii_customer,590571.32,8990,12.7,53.6458,35,3.0,8.44,100.0,79.99
Healthcare,Germany,2021.0,DDoS,pii_customer,492443.39,11018,18.8,87.6186,36,2.0,8.44,100.0,92.72
Healthcare,China,2024.0,DDoS,pii_customer,905570.03,10647,19.0,34.7182,31,4.0,8.44,100.0,70.16
Healthcare,Brazil,2017.0,DDoS,pii_customer,617884.95,10817,19.5,67.8007,45,3.0,8.433,100.0,70.21
Healthcare,UK,2018.0,DDoS,pii_customer,94779.42,10759,12.1,34.4278,24,4.0,8.431,100.0,61.07
Healthcare,Russia,2024.0,DDoS,pii_customer,686876.71,10714,19.1,62.9229,32,3.0,8.44,100.0,50.84
Healthcare,Germany,2016.0,DDoS,pii_customer,446839.0,9250,12.0,47.0444,12,2.0,4.22,100.0,60.13
Healthcare,Brazil,2017.0,DDoS,pii_customer,608688.8,11577,18.9,73.6638,32,3.0,8.397,100.0,82.09
Healthcare,Brazil,2021.0,DDoS,pii_customer,955406.8,10470,19.3,32.3581,13,1.0,8.44,100.0,31.29
Healthcare,USA,2021.0,DDoS,pii_customer,687690.83,10928,19.0,66.7824,8,4.0,8.44,100.0,37.05
Healthcare,China,2021.0,DDoS,pii_customer,396622.42,11604,18.7,41.2891,71,4.0,8.434,100.0,30.73
Healthcare,Brazil,2018.0,DDoS,pii_customer,635484.98,10810,19.3,41.2393,64,4.0,8.427,100.0,62.21
Healthcare,USA,2019.0,DDoS,pii_customer,140748.03,22701,19.1,61.3355,39,4.0,8.419,100.0,66.47
Healthcare,Russia,2015.0,DDoS,pii_customer,467360.06,11240,11.9,97.2979,8,1.0,3.376,100.0,67.13
Healthcare,Russia,2018.0,DDoS,pii_customer,615218.88,8357,12.4,54.8762,49,4.0,4.216,100.0,74.54
Healthcare,France,2021.0,DDoS,pii_customer,901909.2,10862,19.1,74.6361,21,2.0,8.44,100.0,70.9
Healthcare,Japan,2020.0,DDoS,pii_customer,740918.07,11015,19.2,54.574,41,3.0,8.44,100.0,25.64
Healthcare,Brazil,2024.0,DDoS,"Research_Data,IP",692753.22,11103,18.7,58.8823,24,3.0,8.44,100.0,69.77
Healthcare,UK,2020.0,DDoS,pii_customer,700298.81,10945,19.0,47.9807,23,3.0,8.44,100.0,68.96
Healthcare,Russia,2017.0,DDoS,pii_customer,711827.7,10850,19.1,67.915,47,3.0,8.44,100.0,82.48
Healthcare,Brazil,2021.0,DDoS,pii_customer,874917.82,11260,18.9,39.9748,40,3.0,8.44,100.0,60.92
Healthcare,UK,2019.0,DDoS,pii_customer,913787.63,10204,19.5,75.2648,26,3.0,8.44,100.0,32.41
Healthcare,Brazil,2021.0,DDoS,pii_customer,660010.41,10866,19.0,71.4673,34,3.0,8.44,100.0,72.13
Healthcare,Japan,2022.0,DDoS,pii_customer,221613.06,10609,18.8,13.6709,5,1.0,8.44,100.0,9.07
Healthcare,UK,2021.0,DDoS,pii_customer,672566.68,22846,12.3,93.8768,65,3.0,4.217,100.0,76.27
Healthcare,Brazil,2018.0,DDoS,pii_customer,597401.8,11247,19.7,35.297,45,4.0,8.44,100.0,63.07
Healthcare,Germany,2017.0,DDoS,pii_customer,843273.77,11212,18.4,89.6736,2,1.0,8.44,100.0,95.5
Healthcare,France,2021.0,DDoS,pii_customer,410787.19,3000,19.4,69.7829,65,4.0,8.44,100.0,51.62
Healthcare,Russia,2017.0,DDoS,pii_customer,629639.33,10602,12.3,69.5082,9,1.0,8.44,100.0,44.42
Healthcare,Japan,2020.0,DDoS,pii_customer,926499.7,9830,19.6,11.2557,17,3.0,8.44,100.0,56.63
Healthcare,UK,2022.0,DDoS,pii_customer,584731.7,23014,19.1,24.6851,61,4.0,3.829,100.0,11.66
Healthcare,USA,2021.0,DDoS,pii_customer,868026.05,10597,19.2,31.3962,16,1.0,8.44,100.0,45.44
Healthcare,Brazil,2021.0,DDoS,pii_customer,724030.84,10924,18.7,82.5567,10,2.0,8.44,100.0,40.86
Healthcare,Japan,2023.0,DDoS,pii_customer,613228.03,22766,18.8,64.4371,59,4.0,8.44,100.0,83.71
Healthcare,Russia,2021.0,DDoS,pii_customer,653038.8,10488,18.7,43.9967,18,1.0,8.44,100.0,75.89
Healthcare,Brazil,2021.0,DDoS,pii_customer,951896.55,23163,2.1,30.19,62,4.0,8.44,100.0,38.1
Healthcare,Japan,2017.0,DDoS,pii_customer,152938.7,8624,18.8,6.2791,59,4.0,8.436,100.0,7.74
Healthcare,Japan,2016.0,DDoS,pii_customer,679783.8,10977,19.1,43.1017,27,2.0,8.44,100.0,36.84
Healthcare,Germany,2017.0,DDoS,pii_customer,785315.07,2842,19.0,11.564,12,1.0,8.44,100.0,63.64
Healthcare,France,2017.0,DDoS,pii_customer,613033.83,11519,18.8,35.1307,61,4.0,8.44,100.0,64.58
Healthcare,Japan,2017.0,DDoS,pii_customer,353597.42,10172,34.0,93.4309,54,4.0,4.224,100.0,92.72
Healthcare,Brazil,2018.0,DDoS,pii_customer,929191.33,10607,19.4,99.9616,32,4.0,8.44,100.0,86.42
Healthcare,Germany,2019.0,DDoS,pii_customer,442346.75,11110,19.2,85.7461,47,4.0,4.226,100.0,76.93
Healthcare,Brazil,2021.0,DDoS,pii_customer,578297.93,10382,19.5,81.9727,16,3.0,8.44,100.0,55.87
Healthcare,UK,,DDoS,pii_customer,607788.14,11044,19.0,91.3116,36,4.0,8.44,100.0,71.92
Healthcare,France,2020.0,DDoS,pii_customer,87183.64,11064,19.1,59.408,10,3.0,8.378,100.0,26.08
Healthcare,Germany,2020.0,DDoS,pii_customer,815178.57,44772,19.4,7.8063,43,4.0,4.664,100.0,38.18
Healthcare,Japan,2021.0,DDoS,pii_customer,643769.59,10369,19.4,91.4754,51,4.0,,100.0,82.57
Healthcare,Japan,2024.0,DDoS,pii_customer,495069.66,10654,12.3,72.8915,52,3.0,8.44,100.0,51.1
Healthcare,South Korea,2020.0,DDoS,"PII,PHI,Financial",998706.28,24624,32.2,99.9616,55,3.0,4.69,100.0,69.01
Healthcare,Germany,2020.0,DDoS,pii_customer,664168.34,9366,19.0,93.4174,46,4.0,8.44,100.0,41.54
Healthcare,India,2021.0,DDoS,pii_customer,927015.51,11234,18.8,92.3117,45,3.0,8.44,100.0,74.2
Healthcare,Russia,2020.0,DDoS,pii_customer,431457.49,10560,19.2,66.5981,32,3.0,8.44,100.0,36.46
Healthcare,Brazil,2021.0,DDoS,pii_customer,747701.19,11167,19.5,44.4831,14,3.0,8.44,100.0,32.07
Healthcare,China,2016.0,DDoS,pii_customer,187359.16,11553,18.7,65.417,44,3.0,8.44,100.0,71.96
Healthcare,UK,2021.0,DDoS,pii_customer,610006.05,11043,19.2,92.0715,38,3.0,8.409,100.0,37.99
Healthcare,Brazil,,DDoS,pii_customer,950093.56,10694,18.9,70.4042,12,3.0,8.44,100.0,67.32
Healthcare,Brazil,2017.0,DDoS,pii_customer,641774.65,10461,19.1,76.6741,65,4.0,8.44,100.0,40.0
Healthcare,Brazil,2021.0,DDoS,pii_customer,492914.85,11552,19.5,73.5976,32,4.0,8.44,100.0,83.69
Healthcare,Brazil,2020.0,DDoS,pii_customer,944033.14,10678,18.9,78.6307,57,3.0,8.435,100.0,50.97
Healthcare,Brazil,2020.0,DDoS,pii_customer,973920.57,9982,19.1,64.4659,23,3.0,8.44,100.0,68.23
Healthcare,Japan,2024.0,DDoS,"PII,Travel_Data",864455.83,10202,12.4,99.9616,54,3.0,8.415,100.0,49.7
Healthcare,Germany,2018.0,DDoS,pii_customer,454531.52,10592,19.0,1.05,56,4.0,8.44,100.0,16.4
Healthcare,France,2020.0,DDoS,pii_customer,872111.58,10606,19.3,73.6847,13,4.0,8.403,100.0,52.91
Healthcare,Brazil,2019.0,DDoS,pii_customer,759056.24,11228,12.1,99.9616,52,2.0,4.225,100.0,77.94
Healthcare,Brazil,2020.0,DDoS,pii_customer,974070.69,10230,19.4,77.5645,28,3.0,8.44,100.0,71.84
Healthcare,Brazil,2021.0,DDoS,pii_customer,975768.21,10480,19.5,43.5268,26,3.0,8.44,100.0,64.33
Healthcare,Japan,2017.0,DDoS,pii_customer,755237.57,10165,18.9,89.8397,64,4.0,8.44,100.0,91.6
Healthcare,Russia,2018.0,DDoS,pii_customer,483016.0,11623,19.3,3.1959,9,1.0,8.44,100.0,6.57
Healthcare,Russia,2019.0,DDoS,pii_customer,632952.0,10245,12.1,60.6636,69,3.0,4.217,100.0,71.53
Healthcare,Russia,2020.0,DDoS,pii_customer,998706.28,10716,19.3,66.1045,14,3.0,,100.0,14.83
Healthcare,United States,,DDoS,pii_customer,434532.35,9866,19.3,88.2718,36,3.0,8.392,100.0,64.82
Healthcare,Spain,2020.0,DDoS,"Payment_Cards,PII",946703.54,21510,19.8,71.1676,34,3.0,4.547,100.0,83.8
Healthcare,Russia,2020.0,DDoS,pii_customer,782292.35,10575,18.9,39.2424,19,2.0,8.44,100.0,31.28
Healthcare,France,2019.0,DDoS,pii_customer,970293.82,11161,19.0,88.6054,37,3.0,8.44,100.0,27.6
Healthcare,UK,2017.0,DDoS,pii_customer,583236.99,10382,19.5,33.4665,18,3.0,8.44,100.0,66.31
Healthcare,Russia,2020.0,DDoS,pii_customer,395013.93,10589,18.8,46.3701,4,1.0,8.44,100.0,66.37
Healthcare,Japan,2023.0,DDoS,pii_customer,471462.49,11079,18.6,60.6849,10,1.0,8.44,100.0,12.08
Healthcare,Australia,2019.0,DDoS,pii_customer,635192.6,11069,18.9,88.7102,46,4.0,8.44,100.0,44.52
Healthcare,China,2016.0,DDoS,pii_customer,953044.04,11046,19.0,56.7047,4,2.0,8.44,100.0,64.93
Healthcare,France,2020.0,DDoS,pii_customer,978391.87,11460,18.8,27.9063,17,2.0,8.44,100.0,68.24
Healthcare,USA,2021.0,DDoS,pii_customer,455955.87,11032,19.1,95.2633,50,4.0,8.426,100.0,97.69
Healthcare,Russia,2023.0,DDoS,pii_customer,357616.85,9000,12.3,25.4512,9,1.0,4.229,100.0,50.73
Healthcare,Netherlands,2020.0,DDoS,"PHI,Device_Data",982138.38,9136,12.6,82.0721,16,3.0,4.616,100.0,90.34
Healthcare,Germany,2018.0,DDoS,pii_customer,842344.88,10600,19.5,29.5944,67,4.0,8.44,100.0,78.94
Healthcare,Russia,2020.0,DDoS,pii_customer,970294.77,10815,19.3,11.5953,8,1.0,8.36,100.0,31.29
Healthcare,UK,2021.0,DDoS,pii_customer,397850.19,11135,19.2,75.5822,61,4.0,8.421,100.0,42.98
Healthcare,Brazil,2018.0,DDoS,pii_customer,329452.76,11007,18.4,19.6465,11,1.0,4.211,100.0,16.88
Healthcare,China,2020.0,DDoS,pii_customer,935343.11,10123,12.2,92.9873,23,3.0,4.233,100.0,78.09
Healthcare,Japan,2021.0,DDoS,pii_customer,548451.91,10988,19.1,81.0805,62,4.0,8.283,100.0,78.29
Healthcare,France,2017.0,DDoS,pii_customer,546453.3,10684,12.5,47.1835,13,1.0,8.44,100.0,78.76
Healthcare,UK,2021.0,DDoS,pii_customer,921681.62,11276,19.1,73.352,65,4.0,8.44,100.0,47.49
Healthcare,Ireland,2020.0,DDoS,"PII,Messages",283649.44,10223,12.4,99.9616,66,3.0,4.504,100.0,37.63
Healthcare,Brazil,2020.0,DDoS,pii_customer,940527.06,11918,18.7,32.1094,26,3.0,8.44,100.0,32.78
Healthcare,Japan,2023.0,DDoS,pii_customer,305464.93,10104,19.1,75.3982,18,1.0,8.44,100.0,91.11
Healthcare,UK,2016.0,DDoS,pii_customer,988257.37,10854,8.9,61.6602,67,4.0,3.842,100.0,50.9
Healthcare,India,2020.0,DDoS,pii_customer,126903.13,10956,19.7,73.2095,32,2.0,8.44,100.0,73.92
Healthcare,UK,2018.0,DDoS,pii_customer,636470.34,10852,19.1,64.4997,8,1.0,8.44,100.0,65.75
Healthcare,United States,2020.0,DDoS,"SCADA_Data,Grid_Info",115044.46,11701,19.1,99.9616,65,3.0,8.44,100.0,79.89
Healthcare,USA,2018.0,DDoS,pii_customer,962271.17,10315,19.4,71.578,15,2.0,8.44,100.0,65.06
Healthcare,France,2021.0,DDoS,pii_customer,538766.96,10682,19.5,67.6447,56,4.0,8.44,100.0,65.09
Healthcare,Russia,2020.0,DDoS,pii_customer,561423.73,11214,19.7,59.0231,24,3.0,8.44,100.0,12.12
Healthcare,Brazil,2020.0,DDoS,pii_customer,929564.16,11030,18.8,83.9384,66,3.0,8.44,100.0,47.31
Healthcare,Brazil,2020.0,DDoS,"SCADA_Data,Grid_Info",908596.91,11077,19.0,69.2596,38,3.0,8.44,100.0,37.27
Healthcare,Germany,2016.0,DDoS,pii_customer,376434.75,10489,12.0,42.339,7,2.0,4.223,100.0,64.45
Healthcare,France,2021.0,DDoS,pii_customer,686223.48,10754,18.8,95.7955,30,1.0,8.44,100.0,63.91
Healthcare,Brazil,2020.0,DDoS,pii_customer,964056.58,10563,19.4,74.6592,59,4.0,8.44,100.0,73.51
Healthcare,Brazil,2024.0,DDoS,pii_customer,659431.24,10664,19.4,73.5762,21,4.0,8.44,100.0,34.44
Healthcare,Japan,2019.0,DDoS,pii_customer,469310.94,23083,19.0,77.2648,35,3.0,8.44,100.0,55.95
Healthcare,Japan,2021.0,DDoS,pii_customer,333879.05,10402,18.8,72.1988,58,4.0,8.423,100.0,78.49
Healthcare,UK,2021.0,DDoS,pii_customer,380327.52,11042,19.3,27.572,19,4.0,8.44,100.0,64.9
Healthcare,Japan,2015.0,DDoS,pii_customer,908255.54,9779,18.8,28.6357,4,1.0,8.44,100.0,23.52
Healthcare,USA,2020.0,DDoS,pii_customer,943746.99,10764,19.1,67.0474,27,3.0,8.44,100.0,53.89
Healthcare,USA,2024.0,DDoS,pii_customer,413028.47,10332,18.9,80.8466,61,4.0,8.44,100.0,80.01
Healthcare,Brazil,2020.0,DDoS,pii_customer,588243.54,10901,19.0,62.0175,21,1.0,8.44,100.0,43.1
Healthcare,USA,2018.0,DDoS,pii_customer,735499.24,10951,19.2,48.8228,31,4.0,8.44,100.0,35.73
Healthcare,USA,2018.0,DDoS,pii_customer,998706.28,11083,19.1,40.9346,32,4.0,8.44,100.0,73.64
Healthcare,Germany,2020.0,DDoS,pii_customer,769563.57,10432,18.6,86.8339,38,3.0,8.44,100.0,87.86
Healthcare,China,2021.0,DDoS,pii_customer,918169.81,12335,18.9,73.3897,62,3.0,8.403,100.0,76.43
Healthcare,China,2020.0,DDoS,pii_customer,691208.56,10346,19.1,73.9757,44,2.0,8.44,100.0,36.19
Healthcare,China,2022.0,DDoS,pii_customer,683220.39,10944,19.2,68.6927,38,2.0,8.44,100.0,49.76
Healthcare,France,2021.0,DDoS,pii_customer,292846.88,9877,2.1,62.9527,43,2.0,8.44,100.0,82.41
Healthcare,Russia,2020.0,DDoS,pii_customer,754504.28,11313,12.2,92.1075,24,1.0,8.44,100.0,90.53
Healthcare,China,2021.0,DDoS,pii_customer,765692.66,11073,19.0,73.287,7,3.0,3.832,100.0,42.72
Healthcare,Russia,2021.0,DDoS,pii_customer,760657.87,2717,8.7,70.0874,68,4.0,4.239,100.0,71.36
Healthcare,Russia,2021.0,DDoS,pii_customer,893793.76,10594,19.4,68.5746,21,3.0,8.44,100.0,67.06
