Industry,Country,Year,Attack_Type,Data_Type,Records_Compromised,Employee_Count,Security_Budget_Million_USD,Financial_Impact_Million_USD,Recovery_Time_Days,Incident_Severity,Baseline_Industry_Cost_Million_USD,Per_Record_Cost_USD,Estimated_Financial_Impact_Million_USD
Banking,China,2024.0,Ransomware,pii_customer,277175.0,8900,12.3,72.18,72,4.0,4.22,100.0,72.18
Retail,USA,2016.0,Man-in-the-Middle,pii_customer,952463.0,23000,8.9,23.35,26,3.0,3.798,100.0,23.35
Government,UK,2020.0,DDoS,pii_customer,624619.0,2300,8.9,78.32,67,4.0,4.22,100.0,78.32
Healthcare,China,2018.0,Phishing,pii_customer,363934.0,10700,19.2,20.22,24,2.0,8.44,100.0,20.22
IT,Japan,2017.0,SQL Injection,pii_customer,44750.0,8900,12.3,33.15,22,2.0,4.22,100.0,33.15
Banking,UK,2021.0,DDoS,pii_customer,736601.0,8900,12.3,8.82,26,3.0,4.22,100.0,8.82
Education,Japan,2018.0,Ransomware,pii_customer,42876.0,3400,2.1,43.32,40,3.0,3.376,100.0,43.32
Healthcare,Australia,2018.0,DDoS,pii_customer,536357.0,10700,19.2,90.4,55,4.0,8.44,100.0,90.4
Government,USA,2017.0,Phishing,pii_customer,785099.0,2300,8.9,55.34,29,3.0,4.22,100.0,55.34
Healthcare,France,2019.0,DDoS,pii_customer,460544.0,10700,19.2,27.89,29,3.0,8.44,100.0,27.89
Education,France,2020.0,Ransomware,pii_customer,881755.0,3400,2.1,66.04,10,1.0,3.376,100.0,66.04
Telecommunications,India,2024.0,SQL Injection,pii_customer,213393.0,45000,34.5,10.24,49,4.0,4.22,100.0,10.24
Telecommunications,UK,2017.0,Man-in-the-Middle,pii_customer,213979.0,45000,34.5,43.82,10,1.0,4.22,100.0,43.82
Telecommunications,UK,2021.0,Malware,pii_customer,570243.0,45000,34.5,3.17,51,4.0,4.22,100.0,3.17
Government,Brazil,2016.0,Malware,pii_customer,47624.0,2300,8.9,72.73,70,4.0,4.22,100.0,72.73
Banking,China,2024.0,Man-in-the-Middle,pii_customer,72940.0,8900,12.3,16.09,26,3.0,4.22,100.0,16.09
Telecommunications,Japan,2020.0,Malware,pii_customer,710142.0,45000,34.5,98.14,56,4.0,4.22,100.0,98.14
Retail,Japan,2023.0,Malware,pii_customer,360524.0,23000,8.9,51.91,47,4.0,3.798,100.0,51.91
IT,France,2017.0,Phishing,pii_customer,309259.0,8900,12.3,55.9,3,1.0,4.22,100.0,55.9
Government,UK,2024.0,Phishing,pii_customer,393201.0,2300,8.9,30.68,3,1.0,4.22,100.0,30.68
IT,Germany,2020.0,Ransomware,pii_customer,306799.0,8900,12.3,65.2,61,4.0,4.22,100.0,65.2
Healthcare,Russia,2022.0,Malware,pii_customer,30180.0,10700,19.2,81.92,53,4.0,8.44,100.0,81.92
Retail,India,2017.0,Phishing,pii_customer,113745.0,23000,8.9,97.87,2,1.0,3.798,100.0,97.87
Banking,Japan,2024.0,Ransomware,pii_customer,584428.0,8900,12.3,24.22,34,3.0,4.22,100.0,24.22
Healthcare,France,2020.0,Ransomware,pii_customer,178268.0,10700,19.2,3.27,2,1.0,8.44,100.0,3.27
Retail,China,2022.0,Phishing,pii_customer,338578.0,23000,8.9,33.69,38,3.0,3.798,100.0,33.69
Healthcare,China,2024.0,DDoS,pii_customer,972407.0,10700,19.2,7.31,51,4.0,8.44,100.0,7.31
Banking,Brazil,2022.0,Ransomware,pii_customer,817169.0,8900,12.3,15.66,54,4.0,4.22,100.0,15.66
Healthcare,Australia,2015.0,Malware,pii_customer,796100.0,10700,19.2,62.34,20,2.0,8.44,100.0,62.34
Banking,UK,2016.0,Man-in-the-Middle,pii_customer,530253.0,8900,12.3,76.06,28,3.0,4.22,100.0,76.06
Government,Australia,2024.0,Man-in-the-Middle,pii_customer,165496.0,2300,8.9,50.36,72,4.0,4.22,100.0,50.36
Banking,Russia,2021.0,Ransomware,pii_customer,501490.0,8900,12.3,34.92,44,4.0,4.22,100.0,34.92
Banking,India,2016.0,Malware,pii_customer,392365.0,8900,12.3,11.81,72,4.0,4.22,100.0,11.81
Education,China,2022.0,Malware,pii_customer,194617.0,3400,2.1,96.72,31,3.0,3.376,100.0,96.72
Retail,Japan,2022.0,Man-in-the-Middle,pii_customer,516125.0,23000,8.9,44.34,67,4.0,3.798,100.0,44.34
Telecommunications,Australia,2021.0,Man-in-the-Middle,pii_customer,393335.0,45000,34.5,67.72,31,3.0,4.22,100.0,67.72
Government,UK,2018.0,SQL Injection,pii_customer,197436.0,2300,8.9,34.09,10,1.0,4.22,100.0,34.09
Education,France,2022.0,DDoS,pii_customer,452360.0,3400,2.1,31.51,65,4.0,3.376,100.0,31.51
Healthcare,Australia,2018.0,DDoS,pii_customer,913090.0,10700,19.2,20.39,2,1.0,8.44,100.0,20.39
Telecommunications,Germany,2018.0,SQL Injection,pii_customer,368222.0,45000,34.5,38.65,56,4.0,4.22,100.0,38.65
Healthcare,India,2022.0,SQL Injection,pii_customer,826937.0,10700,19.2,77.3,64,4.0,8.44,100.0,77.3
Retail,Brazil,2015.0,Ransomware,pii_customer,673959.0,23000,8.9,89.93,39,3.0,3.798,100.0,89.93
Education,UK,2022.0,Ransomware,pii_customer,383246.0,3400,2.1,4.29,45,4.0,3.376,100.0,4.29
Banking,UK,2019.0,Man-in-the-Middle,pii_customer,422890.0,8900,12.3,76.03,4,1.0,4.22,100.0,76.03
Banking,Australia,2020.0,Malware,pii_customer,497035.0,8900,12.3,42.3,66,4.0,4.22,100.0,42.3
Government,Brazil,2023.0,Phishing,pii_customer,720220.0,2300,8.9,72.57,71,4.0,4.22,100.0,72.57
Government,Russia,2019.0,Phishing,pii_customer,808318.0,2300,8.9,93.7,57,4.0,4.22,100.0,93.7
IT,Germany,2022.0,SQL Injection,pii_customer,294981.0,8900,12.3,68.63,3,1.0,4.22,100.0,68.63
Healthcare,USA,2017.0,Phishing,pii_customer,281182.0,10700,19.2,52.7,27,3.0,8.44,100.0,52.7
Education,Australia,2017.0,Ransomware,pii_customer,95750.0,3400,2.1,66.56,44,4.0,3.376,100.0,66.56
Retail,Brazil,2015.0,Ransomware,pii_customer,879260.0,23000,8.9,91.03,16,1.0,3.798,100.0,91.03
IT,Russia,2017.0,Man-in-the-Middle,pii_customer,561615.0,8900,12.3,14.74,29,3.0,4.22,100.0,14.74
Retail,Brazil,2016.0,SQL Injection,pii_customer,206598.0,23000,8.9,40.29,45,4.0,3.798,100.0,40.29
IT,Brazil,2017.0,Man-in-the-Middle,pii_customer,171305.0,8900,12.3,56.83,54,4.0,4.22,100.0,56.83
Government,Russia,2024.0,SQL Injection,pii_customer,492909.0,2300,8.9,63.45,42,4.0,4.22,100.0,63.45
IT,UK,2021.0,Man-in-the-Middle,pii_customer,477493.0,8900,12.3,72.57,16,1.0,4.22,100.0,72.57
Government,Japan,2021.0,Phishing,pii_customer,622723.0,2300,8.9,22.94,67,4.0,4.22,100.0,22.94
Healthcare,Australia,2016.0,Malware,pii_customer,124155.0,10700,19.2,80.22,40,3.0,8.44,100.0,80.22
Retail,China,2024.0,Malware,pii_customer,897277.0,23000,8.9,34.49,55,4.0,3.798,100.0,34.49
Healthcare,USA,2017.0,SQL Injection,pii_customer,28682.0,10700,19.2,51.26,44,4.0,8.44,100.0,51.26
Banking,Japan,2020.0,Phishing,pii_customer,512431.0,8900,12.3,73.04,44,4.0,4.22,100.0,73.04
IT,Australia,2018.0,SQL Injection,pii_customer,171977.0,8900,12.3,19.14,44,4.0,4.22,100.0,19.14
Telecommunications,UK,2015.0,SQL Injection,pii_customer,943070.0,45000,34.5,38.72,36,3.0,4.22,100.0,38.72
Education,Japan,2021.0,DDoS,pii_customer,887855.0,3400,2.1,14.88,7,1.0,3.376,100.0,14.88
Retail,USA,2018.0,Ransomware,pii_customer,535110.0,23000,8.9,54.05,2,1.0,3.798,100.0,54.05
Telecommunications,USA,2021.0,Man-in-the-Middle,pii_customer,817386.0,45000,34.5,42.29,8,1.0,4.22,100.0,42.29
Banking,India,2018.0,Phishing,pii_customer,206552.0,8900,12.3,96.59,13,1.0,4.22,100.0,96.59
Education,Brazil,2020.0,Man-in-the-Middle,pii_customer,154966.0,3400,2.1,71.35,19,2.0,3.376,100.0,71.35
Banking,France,2016.0,Phishing,pii_customer,511287.0,8900,12.3,54.5,34,3.0,4.22,100.0,54.5
Banking,Germany,2023.0,SQL Injection,pii_customer,426499.0,8900,12.3,94.48,37,3.0,4.22,100.0,94.48
Telecommunications,UK,2016.0,Man-in-the-Middle,pii_customer,15907.0,45000,34.5,73.63,36,3.0,4.22,100.0,73.63
Education,UK,2022.0,Phishing,pii_customer,375734.0,3400,2.1,36.15,31,3.0,3.376,100.0,36.15
Government,Brazil,2023.0,Malware,pii_customer,993826.0,2300,8.9,19.18,7,1.0,4.22,100.0,19.18
Banking,India,2023.0,Ransomware,pii_customer,397813.0,8900,12.3,83.18,12,1.0,4.22,100.0,83.18
Banking,France,2024.0,Ransomware,pii_customer,185001.0,8900,12.3,70.98,3,1.0,4.22,100.0,70.98
IT,Japan,2024.0,DDoS,pii_customer,805548.0,8900,12.3,7.99,10,1.0,4.22,100.0,7.99
Retail,Brazil,2015.0,SQL Injection,pii_customer,562552.0,23000,8.9,74.74,37,3.0,3.798,100.0,74.74
Education,Brazil,2018.0,Malware,pii_customer,724513.0,3400,2.1,33.12,46,4.0,3.376,100.0,33.12
Telecommunications,UK,2024.0,SQL Injection,pii_customer,715395.0,45000,34.5,54.1,60,4.0,4.22,100.0,54.1
Telecommunications,France,2020.0,Ransomware,pii_customer,177097.0,45000,34.5,75.13,15,1.0,4.22,100.0,75.13
Banking,Australia,2020.0,Man-in-the-Middle,pii_customer,407084.0,8900,12.3,56.34,11,1.0,4.22,100.0,56.34
Healthcare,UK,2023.0,Phishing,pii_customer,889641.0,10700,19.2,23.66,50,4.0,8.44,100.0,23.66
IT,USA,2019.0,SQL Injection,pii_customer,378105.0,8900,12.3,17.81,4,1.0,4.22,100.0,17.81
Education,Germany,2020.0,SQL Injection,pii_customer,597987.0,3400,2.1,43.96,50,4.0,3.376,100.0,43.96
Education,USA,2018.0,Malware,pii_customer,10600.0,3400,2.1,77.07,47,4.0,3.376,100.0,77.07
Healthcare,France,2016.0,SQL Injection,pii_customer,586784.0,10700,19.2,10.82,26,3.0,8.44,100.0,10.82
Banking,India,2023.0,SQL Injection,pii_customer,421083.0,8900,12.3,48.53,28,3.0,4.22,100.0,48.53
Education,Australia,2023.0,Ransomware,pii_customer,127127.0,3400,2.1,94.86,47,4.0,3.376,100.0,94.86
Government,China,2016.0,Malware,pii_customer,668188.0,2300,8.9,15.92,38,3.0,4.22,100.0,15.92
Education,Japan,2018.0,SQL Injection,pii_customer,433618.0,3400,2.1,11.28,59,4.0,3.376,100.0,11.28
Telecommunications,Germany,2023.0,Malware,pii_customer,51176.0,45000,34.5,3.86,61,4.0,4.22,100.0,3.86
IT,Germany,2016.0,SQL Injection,pii_customer,918452.0,8900,12.3,34.35,16,1.0,4.22,100.0,34.35
Healthcare,Germany,2023.0,Ransomware,pii_customer,152814.0,10700,19.2,84.92,33,3.0,8.44,100.0,84.92
Retail,USA,2017.0,Man-in-the-Middle,pii_customer,502149.0,23000,8.9,74.57,29,3.0,3.798,100.0,74.57
Healthcare,USA,2019.0,Ransomware,pii_customer,46960.0,10700,19.2,89.81,16,1.0,8.44,100.0,89.81
Government,Brazil,2017.0,SQL Injection,pii_customer,651335.0,2300,8.9,40.66,21,2.0,4.22,100.0,40.66
Telecommunications,Brazil,2018.0,DDoS,pii_customer,587034.0,45000,34.5,69.83,35,3.0,4.22,100.0,69.83
Healthcare,France,2015.0,Man-in-the-Middle,pii_customer,856278.0,10700,19.2,79.58,71,4.0,8.44,100.0,79.58
Banking,China,2022.0,DDoS,pii_customer,880586.0,8900,12.3,79.07,56,4.0,4.22,100.0,79.07
Government,USA,2019.0,DDoS,pii_customer,78873.0,2300,8.9,81.56,27,3.0,4.22,100.0,81.56
Banking,Australia,2017.0,DDoS,pii_customer,810106.0,8900,12.3,62.81,66,4.0,4.22,100.0,62.81
Government,Germany,2021.0,DDoS,pii_customer,937384.0,2300,8.9,28.71,67,4.0,4.22,100.0,28.71
Retail,Japan,2023.0,Man-in-the-Middle,pii_customer,231307.0,23000,8.9,36.68,4,1.0,3.798,100.0,36.68
IT,China,2016.0,DDoS,pii_customer,816710.0,8900,12.3,71.75,60,4.0,4.22,100.0,71.75
Telecommunications,USA,2019.0,Man-in-the-Middle,pii_customer,896828.0,45000,34.5,17.21,33,3.0,4.22,100.0,17.21
Telecommunications,UK,2016.0,DDoS,pii_customer,937466.0,45000,34.5,48.47,28,3.0,4.22,100.0,48.47
Banking,China,2020.0,DDoS,pii_customer,81518.0,8900,12.3,11.72,47,4.0,4.22,100.0,11.72
IT,Brazil,2015.0,Malware,pii_customer,371048.0,8900,12.3,1.35,56,4.0,4.22,100.0,1.35
IT,USA,2019.0,Phishing,pii_customer,25946.0,8900,12.3,20.13,68,4.0,4.22,100.0,20.13
Education,France,2017.0,Man-in-the-Middle,pii_customer,942088.0,3400,2.1,14.99,46,4.0,3.376,100.0,14.99
Telecommunications,Japan,2015.0,Malware,pii_customer,915532.0,45000,34.5,28.8,68,4.0,4.22,100.0,28.8
Government,USA,2018.0,SQL Injection,pii_customer,755576.0,2300,8.9,99.49,23,2.0,4.22,100.0,99.49
Education,Brazil,2018.0,Malware,pii_customer,661644.0,3400,2.1,6.3,29,3.0,3.376,100.0,6.3
Telecommunications,UK,2019.0,DDoS,pii_customer,168951.0,45000,34.5,95.75,13,1.0,4.22,100.0,95.75
IT,Russia,2022.0,Man-in-the-Middle,pii_customer,816398.0,8900,12.3,49.87,39,3.0,4.22,100.0,49.87
Education,India,2017.0,DDoS,pii_customer,79933.0,3400,2.1,83.49,23,2.0,3.376,100.0,83.49
Government,USA,2019.0,Malware,pii_customer,506149.0,2300,8.9,83.84,35,3.0,4.22,100.0,83.84
Retail,Japan,2021.0,Phishing,pii_customer,245015.0,23000,8.9,81.26,41,3.0,3.798,100.0,81.26
Banking,Japan,2017.0,SQL Injection,pii_customer,966993.0,8900,12.3,66.81,64,4.0,4.22,100.0,66.81
Education,Australia,2016.0,Malware,pii_customer,235062.0,3400,2.1,88.87,32,3.0,3.376,100.0,88.87
Healthcare,Brazil,2022.0,Phishing,pii_customer,132520.0,10700,19.2,75.08,56,4.0,8.44,100.0,75.08
Retail,Germany,2016.0,SQL Injection,pii_customer,869605.0,23000,8.9,56.57,51,4.0,3.798,100.0,56.57
Banking,USA,2017.0,Phishing,pii_customer,637264.0,8900,12.3,96.27,11,1.0,4.22,100.0,96.27
Banking,Russia,2021.0,DDoS,pii_customer,759356.0,8900,12.3,45.6,1,1.0,4.22,100.0,45.6
Education,Brazil,2021.0,DDoS,pii_customer,666096.0,3400,2.1,69.37,9,1.0,3.376,100.0,69.37
Telecommunications,India,2021.0,SQL Injection,pii_customer,851981.0,45000,34.5,68.91,57,4.0,4.22,100.0,68.91
Banking,Australia,2024.0,Phishing,pii_customer,214740.0,8900,12.3,14.97,57,4.0,4.22,100.0,14.97
Government,Brazil,2016.0,Phishing,pii_customer,372653.0,2300,8.9,35.94,60,4.0,4.22,100.0,35.94
Banking,India,2024.0,Phishing,pii_customer,903871.0,8900,12.3,64.23,17,1.0,4.22,100.0,64.23
Education,India,2015.0,Malware,pii_customer,924049.0,3400,2.1,64.29,5,1.0,3.376,100.0,64.29
Government,Australia,2020.0,Malware,pii_customer,193983.0,2300,8.9,98.05,31,3.0,4.22,100.0,98.05
Telecommunications,Russia,2021.0,Ransomware,pii_customer,904330.0,45000,34.5,11.04,49,4.0,4.22,100.0,11.04
Education,India,2018.0,SQL Injection,pii_customer,874254.0,3400,2.1,52.05,11,1.0,3.376,100.0,52.05
Healthcare,Germany,2020.0,Man-in-the-Middle,pii_customer,691190.0,10700,19.2,28.81,27,3.0,8.44,100.0,28.81
IT,China,2024.0,DDoS,pii_customer,412245.0,8900,12.3,61.42,48,4.0,4.22,100.0,61.42
Healthcare,France,2021.0,Man-in-the-Middle,pii_customer,302180.0,10700,19.2,53.77,11,1.0,8.44,100.0,53.77
Government,USA,2016.0,Ransomware,pii_customer,537592.0,2300,8.9,8.21,11,1.0,4.22,100.0,8.21
Retail,Brazil,2022.0,SQL Injection,pii_customer,632061.0,23000,8.9,25.85,2,1.0,3.798,100.0,25.85
Retail,Brazil,2015.0,DDoS,pii_customer,224815.0,23000,8.9,67.52,32,3.0,3.798,100.0,67.52
IT,India,2022.0,DDoS,pii_customer,169310.0,8900,12.3,23.91,36,3.0,4.22,100.0,23.91
Telecommunications,Japan,2023.0,Man-in-the-Middle,pii_customer,635827.0,45000,34.5,86.98,72,4.0,4.22,100.0,86.98
IT,UK,2022.0,Ransomware,pii_customer,560021.0,8900,12.3,63.67,43,4.0,4.22,100.0,63.67
Government,Japan,2021.0,Man-in-the-Middle,pii_customer,768506.0,2300,8.9,61.03,11,1.0,4.22,100.0,61.03
Healthcare,Australia,2018.0,Phishing,pii_customer,755469.0,10700,19.2,39.94,58,4.0,8.44,100.0,39.94
Retail,India,2022.0,Ransomware,pii_customer,205336.0,23000,8.9,74.05,2,1.0,3.798,100.0,74.05
IT,France,2020.0,DDoS,pii_customer,957779.0,8900,12.3,7.52,17,1.0,4.22,100.0,7.52
Education,UK,2017.0,Malware,pii_customer,85644.0,3400,2.1,29.47,3,1.0,3.376,100.0,29.47
Telecommunications,France,2019.0,Man-in-the-Middle,pii_customer,561713.0,45000,34.5,75.99,31,3.0,4.22,100.0,75.99
Healthcare,Germany,2017.0,Phishing,pii_customer,287762.0,10700,19.2,53.57,13,1.0,8.44,100.0,53.57
Healthcare,India,2015.0,Phishing,pii_customer,471550.0,10700,19.2,76.08,5,1.0,8.44,100.0,76.08
IT,Japan,2018.0,SQL Injection,pii_customer,33209.0,8900,12.3,69.19,66,4.0,4.22,100.0,69.19
Retail,China,2017.0,Phishing,pii_customer,395251.0,23000,8.9,45.83,33,3.0,3.798,100.0,45.83
IT,Germany,2019.0,DDoS,pii_customer,491791.0,8900,12.3,14.77,66,4.0,4.22,100.0,14.77
Healthcare,Australia,2016.0,Phishing,pii_customer,279874.0,10700,19.2,53.81,66,4.0,8.44,100.0,53.81
IT,France,2019.0,Malware,pii_customer,881326.0,8900,12.3,71.94,43,4.0,4.22,100.0,71.94
IT,UK,2023.0,DDoS,pii_customer,749700.0,8900,12.3,68.86,35,3.0,4.22,100.0,68.86
Government,UK,2022.0,Phishing,pii_customer,722445.0,2300,8.9,97.56,10,1.0,4.22,100.0,97.56
Government,USA,2023.0,Ransomware,pii_customer,695841.0,2300,8.9,84.13,21,2.0,4.22,100.0,84.13
Government,USA,2020.0,SQL Injection,pii_customer,803757.0,2300,8.9,40.95,33,3.0,4.22,100.0,40.95
IT,Japan,2022.0,DDoS,pii_customer,174510.0,8900,12.3,20.16,60,4.0,4.22,100.0,20.16
Retail,Germany,2022.0,SQL Injection,pii_customer,857660.0,23000,8.9,11.51,37,3.0,3.798,100.0,11.51
Banking,UK,2020.0,SQL Injection,pii_customer,729265.0,8900,12.3,47.67,42,4.0,4.22,100.0,47.67
Retail,India,2023.0,Phishing,pii_customer,836604.0,23000,8.9,38.89,44,4.0,3.798,100.0,38.89
Government,China,2016.0,Malware,pii_customer,885843.0,2300,8.9,91.69,46,4.0,4.22,100.0,91.69
Education,France,2015.0,Man-in-the-Middle,pii_customer,808798.0,3400,2.1,17.94,60,4.0,3.376,100.0,17.94
Telecommunications,Russia,2018.0,Man-in-the-Middle,pii_customer,401208.0,45000,34.5,30.5,10,1.0,4.22,100.0,30.5
Healthcare,Japan,2021.0,Ransomware,pii_customer,380970.0,10700,19.2,77.33,44,4.0,8.44,100.0,77.33
Healthcare,USA,2021.0,Phishing,pii_customer,248437.0,10700,19.2,70.03,70,4.0,8.44,100.0,70.03
Retail,Australia,2024.0,SQL Injection,pii_customer,709125.0,23000,8.9,66.49,37,3.0,3.798,100.0,66.49
Education,Japan,2018.0,Malware,pii_customer,656250.0,3400,2.1,5.33,67,4.0,3.376,100.0,5.33
Healthcare,India,2020.0,Ransomware,pii_customer,32616.0,10700,19.2,10.46,63,4.0,8.44,100.0,10.46
Healthcare,Australia,2017.0,Phishing,pii_customer,290846.0,10700,19.2,39.3,3,1.0,8.44,100.0,39.3
Banking,India,2023.0,DDoS,pii_customer,557428.0,8900,12.3,23.83,38,3.0,4.22,100.0,23.83
Banking,Japan,2015.0,DDoS,pii_customer,182440.0,8900,12.3,59.13,8,1.0,4.22,100.0,59.13
Government,Australia,2021.0,DDoS,pii_customer,292383.0,2300,8.9,30.24,71,4.0,4.22,100.0,30.24
Government,France,2017.0,DDoS,pii_customer,99728.0,2300,8.9,86.82,44,4.0,4.22,100.0,86.82
IT,USA,2015.0,DDoS,pii_customer,365006.0,8900,12.3,66.39,47,4.0,4.22,100.0,66.39
Telecommunications,Russia,2019.0,Ransomware,pii_customer,605427.0,45000,34.5,61.11,33,3.0,4.22,100.0,61.11
Retail,USA,2022.0,Malware,pii_customer,864358.0,23000,8.9,7.65,11,1.0,3.798,100.0,7.65
Retail,USA,2016.0,Ransomware,pii_customer,610968.0,23000,8.9,9.82,26,3.0,3.798,100.0,9.82
IT,China,2016.0,DDoS,pii_customer,413150.0,8900,12.3,67.28,27,3.0,4.22,100.0,67.28
Education,USA,2017.0,Malware,pii_customer,681956.0,3400,2.1,13.14,35,3.0,3.376,100.0,13.14
IT,Australia,2016.0,Man-in-the-Middle,pii_customer,94162.0,8900,12.3,84.46,15,1.0,4.22,100.0,84.46
Retail,France,2023.0,Man-in-the-Middle,pii_customer,565002.0,23000,8.9,9.43,72,4.0,3.798,100.0,9.43
Retail,France,2017.0,Phishing,pii_customer,275185.0,23000,8.9,90.69,20,2.0,3.798,100.0,90.69
Retail,Russia,2021.0,DDoS,pii_customer,476758.0,23000,8.9,37.47,19,2.0,3.798,100.0,37.47
Banking,USA,2024.0,SQL Injection,pii_customer,312607.0,8900,12.3,7.2,24,2.0,4.22,100.0,7.2
Banking,Russia,2017.0,Phishing,pii_customer,963192.0,8900,12.3,94.15,7,1.0,4.22,100.0,94.15
Healthcare,Australia,2015.0,Malware,pii_customer,680874.0,10700,19.2,42.15,8,1.0,8.44,100.0,42.15
Government,France,2018.0,DDoS,pii_customer,904770.0,2300,8.9,15.71,4,1.0,4.22,100.0,15.71
Government,USA,2022.0,SQL Injection,pii_customer,429452.0,2300,8.9,98.46,6,1.0,4.22,100.0,98.46
Healthcare,USA,2018.0,Ransomware,pii_customer,858128.0,10700,19.2,51.71,35,3.0,8.44,100.0,51.71
Education,China,2021.0,Malware,pii_customer,615849.0,3400,2.1,42.26,44,4.0,3.376,100.0,42.26
Education,UK,2019.0,Phishing,pii_customer,467349.0,3400,2.1,99.45,44,4.0,3.376,100.0,99.45
Retail,France,2021.0,SQL Injection,pii_customer,235418.0,23000,8.9,63.74,28,3.0,3.798,100.0,63.74
IT,Australia,2017.0,SQL Injection,pii_customer,823606.0,8900,12.3,5.05,25,2.0,4.22,100.0,5.05
IT,China,2020.0,SQL Injection,pii_customer,923489.0,8900,12.3,89.38,66,4.0,4.22,100.0,89.38
IT,USA,2024.0,Phishing,pii_customer,630793.0,8900,12.3,58.57,64,4.0,4.22,100.0,58.57
Education,France,2015.0,SQL Injection,pii_customer,691903.0,3400,2.1,65.83,54,4.0,3.376,100.0,65.83
Government,UK,2019.0,Phishing,pii_customer,133632.0,2300,8.9,79.79,8,1.0,4.22,100.0,79.79
Banking,Australia,2017.0,Phishing,pii_customer,42278.0,8900,12.3,90.5,45,4.0,4.22,100.0,90.5
IT,Germany,2016.0,Phishing,pii_customer,176471.0,8900,12.3,2.1,9,1.0,4.22,100.0,2.1
Telecommunications,India,2015.0,SQL Injection,pii_customer,916516.0,45000,34.5,63.72,68,4.0,4.22,100.0,63.72
Government,Japan,2023.0,SQL Injection,pii_customer,510002.0,2300,8.9,87.8,62,4.0,4.22,100.0,87.8
IT,UK,2015.0,Malware,pii_customer,435994.0,8900,12.3,82.45,51,4.0,4.22,100.0,82.45
IT,India,2016.0,Ransomware,pii_customer,537670.0,8900,12.3,66.19,55,4.0,4.22,100.0,66.19
Banking,Russia,2022.0,Malware,pii_customer,850339.0,8900,12.3,39.62,50,4.0,4.22,100.0,39.62
Government,Japan,2021.0,DDoS,pii_customer,937562.0,2300,8.9,35.46,10,1.0,4.22,100.0,35.46
Government,France,2020.0,Malware,pii_customer,405267.0,2300,8.9,10.62,5,1.0,4.22,100.0,10.62
Government,China,2022.0,DDoS,pii_customer,346279.0,2300,8.9,80.76,59,4.0,4.22,100.0,80.76
Telecommunications,Brazil,2016.0,DDoS,pii_customer,889928.0,45000,34.5,10.45,63,4.0,4.22,100.0,10.45
Healthcare,France,2018.0,SQL Injection,pii_customer,376206.0,10700,19.2,1.05,44,4.0,8.44,100.0,0.95
IT,India,2018.0,Ransomware,pii_customer,227433.0,8900,12.3,27.14,13,1.0,4.22,100.0,27.14
Healthcare,Germany,2023.0,Ransomware,pii_customer,393779.0,10700,19.2,54.79,39,3.0,8.44,100.0,54.79
IT,Russia,2022.0,Ransomware,pii_customer,529025.0,8900,12.3,41.08,42,4.0,4.22,100.0,41.08
Education,Brazil,2024.0,Man-in-the-Middle,pii_customer,451311.0,3400,2.1,8.94,14,1.0,3.376,100.0,8.94
Education,India,2017.0,Ransomware,pii_customer,677198.0,3400,2.1,98.11,28,3.0,3.376,100.0,98.11
Healthcare,Russia,2024.0,Man-in-the-Middle,pii_customer,480988.0,10700,19.2,9.4,59,4.0,8.44,100.0,9.4
Telecommunications,Australia,2015.0,Ransomware,pii_customer,605536.0,45000,34.5,46.39,61,4.0,4.22,100.0,46.39
Banking,Brazil,2018.0,Ransomware,pii_customer,910960.0,8900,12.3,30.61,31,3.0,4.22,100.0,30.61
Banking,China,2018.0,Ransomware,pii_customer,386308.0,8900,12.3,43.98,3,1.0,4.22,100.0,43.98
Banking,Australia,2017.0,Man-in-the-Middle,pii_customer,100855.0,8900,12.3,54.38,2,1.0,4.22,100.0,54.38
Education,China,2023.0,Malware,pii_customer,317922.0,3400,2.1,23.74,18,2.0,3.376,100.0,23.74
IT,USA,2018.0,DDoS,pii_customer,220618.0,8900,12.3,82.13,59,4.0,4.22,100.0,82.13
Telecommunications,India,2015.0,Ransomware,pii_customer,825941.0,45000,34.5,24.7,54,4.0,4.22,100.0,24.7
Education,China,2022.0,Malware,pii_customer,331234.0,3400,2.1,60.9,3,1.0,3.376,100.0,60.9
Telecommunications,China,2020.0,Man-in-the-Middle,pii_customer,855055.0,45000,34.5,14.61,59,4.0,4.22,100.0,14.61
Telecommunications,Japan,2022.0,DDoS,pii_customer,305329.0,45000,34.5,34.31,40,3.0,4.22,100.0,34.31
Government,Japan,2020.0,Phishing,pii_customer,442923.0,2300,8.9,32.39,57,4.0,4.22,100.0,32.39
Banking,UK,2015.0,Ransomware,pii_customer,893277.0,8900,12.3,79.3,15,1.0,4.22,100.0,79.3
Healthcare,China,2020.0,Malware,pii_customer,240532.0,10700,19.2,30.86,64,4.0,8.44,100.0,30.86
Healthcare,USA,2016.0,DDoS,pii_customer,947960.0,10700,19.2,93.14,55,4.0,8.44,100.0,93.14
Healthcare,Brazil,2018.0,Malware,pii_customer,437283.0,10700,19.2,52.87,30,3.0,8.44,100.0,52.87
Healthcare,China,2019.0,Malware,pii_customer,761390.0,10700,19.2,29.61,7,1.0,8.44,100.0,29.61
Retail,France,2019.0,Phishing,pii_customer,998507.0,23000,8.9,25.75,15,1.0,3.798,100.0,25.75
Retail,India,2017.0,DDoS,pii_customer,593329.0,23000,8.9,82.17,62,4.0,3.798,100.0,82.17
